date,open,high,low,close,volume
2015-08-11,26.823,27.0286,26.6566,26.7741,1059999
2015-08-12,26.2944,26.2944,25.6973,26.1574,1082179
2015-08-13,26.4217,26.5294,26.3336,26.4021,742800
2015-08-14,26.5,26.593,26.3532,26.5489,381166
2015-08-17,26.1182,26.3561,26.0303,26.265,502454
2015-08-18,26.3238,26.4608,26.2553,26.3042,448283
2015-08-19,26.1867,26.1965,25.8735,26.0693,1022812
2015-08-20,25.3644,25.4329,24.8994,24.9826,1425216
2015-08-21,24.5519,24.7673,23.9841,23.9939,1531269
2015-08-24,21.9871,23.3967,21.0571,22.7604,2291027
2015-08-25,24.2974,24.3072,23.2793,23.2891,1651800
2015-08-26,24.3561,24.5324,23.6513,24.5127,2491092
2015-08-27,24.9924,25.4036,24.9826,25.3155,1867087
2015-08-28,25.4819,25.5113,25.1585,25.3253,1321572
2015-08-31,25.2763,25.482,25.1686,25.2372,1275533
2015-09-01,24.6008,24.7379,24.2337,24.3561,1410128
2015-09-02,24.7183,24.9337,24.3953,24.9337,876726
2015-09-03,25.1295,25.1784,24.6694,24.7868,1714158
2015-09-04,24.082,24.2778,23.945,24.0428,1040898
2015-09-08,24.0526,24.4442,24.0526,24.3757,1618489
2015-09-09,25.0609,25.1686,24.4736,24.5323,1786165
2015-09-10,25.2078,25.5406,25.0105,25.384,1559989
2015-09-11,25.4623,25.6385,25.3253,25.6092,1408589
2015-09-14,25.4134,25.4232,25.2372,25.4134,709810
2015-09-15,25.0316,25.3644,24.8554,25.2959,1082835
2015-09-16,25.4036,25.7707,25.3253,25.5896,1126963
2015-09-17,25.9909,26.2944,25.8294,25.8637,1484869
2015-09-18,25.2176,25.3644,24.7771,24.8749,1247563
2015-09-21,25.0316,25.2176,24.8162,24.9239,735087
2015-09-22,24.5323,24.6204,24.2386,24.4932,1215508
2015-09-23,24.4932,24.5911,24.2093,24.454,1825383
2015-09-24,24.5127,24.5323,23.9939,24.4932,2705013
2015-09-25,25.2719,25.3702,24.717,24.8889,1505062
2015-09-28,24.3683,24.388,23.444,23.6218,3395726
2015-09-29,22.9343,23.2388,22.8459,23.1897,1673894
2015-09-30,23.7986,24.0933,23.6611,24.0638,1074007
2015-10-01,24.3585,24.4174,24.0933,24.2799,1581964
2015-10-02,24.9675,25.3063,24.4174,25.3014,2212561
2015-10-05,25.9398,26.0773,25.8121,26.0184,1832167
2015-10-06,25.9202,26.0086,25.6157,25.8613,930120
2015-10-07,26.1756,26.3229,25.9398,26.2836,593260
2015-10-08,25.8023,25.9889,25.5469,25.9497,1677176
2015-10-09,26.0577,26.1657,25.9398,26.1264,654563
2015-10-12,26.1952,26.3327,26.0773,26.2345,746911
2015-10-13,25.9693,26.2934,25.9165,25.9398,384197
2015-10-14,25.7434,25.9005,25.5175,25.5469,477687
2015-10-15,26.1166,26.5193,26.0773,26.5095,776666
2015-10-16,26.6667,26.7059,26.372,26.6961,770371
2015-10-19,26.8631,26.9577,26.6863,26.9417,796386
2015-10-20,26.7649,26.8533,26.6175,26.7452,563574
2015-10-21,27.8846,27.9632,27.5703,27.5997,1463536
2015-10-22,27.9533,28.3364,27.9435,28.2283,1493661
2015-10-23,28.0908,28.4346,27.7864,28.2873,1625294
2015-10-26,28.5328,28.5623,28.3069,28.4248,1271749
2015-10-27,27.9435,28.1301,27.7667,28.0908,776358
2015-10-28,28.1694,28.5377,28.0221,28.4543,951787
2015-10-29,27.6587,27.7471,26.8435,27.5997,1884942
2015-10-30,28.0221,28.14,27.8846,27.8944,718611
2015-11-02,28.0319,28.4248,28.0319,28.3659,714303
2015-11-03,28.2087,28.5623,28.2087,28.3953,680354
2015-11-04,28.0417,28.1596,27.8404,27.9435,886891
2015-11-05,28.0123,28.1203,27.7569,27.8453,536734
2015-11-06,27.3738,27.5899,27.2854,27.5506,904452
2015-11-09,27.5899,27.7667,27.2265,27.3738,661815
2015-11-10,27.5113,27.6685,27.3247,27.5997,481811
2015-11-11,27.8944,27.9337,27.6881,27.7962,568198
2015-11-12,27.5212,27.6096,27.3346,27.3738,528767
2015-11-13,27.0202,27.089,26.7551,26.8238,771457
2015-11-16,26.6961,26.9648,26.6667,26.9515,632610
2015-11-17,26.4015,26.7551,26.2541,26.3916,1471010
2015-11-18,26.3622,26.539,26.2787,26.5095,935157
2015-11-19,26.4211,26.5488,26.3258,26.3818,567443
2015-11-20,26.4309,26.5292,26.3425,26.4113,520298
2015-11-23,26.3229,26.5586,26.2738,26.3131,645477
2015-11-24,26.3818,26.5586,26.1952,26.48,674170
2015-11-25,25.9988,26.1068,25.9889,26.0381,626174
2015-11-27,26.097,26.264,25.9889,26.0184,212135
2015-11-30,25.488,25.5764,25.3702,25.4586,883242
2015-12-01,25.7336,25.8907,25.6845,25.7336,603141
2015-12-02,25.2326,25.2425,24.8791,24.9478,2038767
2015-12-03,25.1737,25.2818,24.7317,24.8005,1751058
2015-12-04,24.663,24.9576,24.6237,24.938,1432054
2015-12-07,24.9282,24.9773,24.7023,24.8496,478857
2015-12-08,24.4371,24.5253,24.2308,24.3585,1280182
2015-12-09,24.2308,24.2406,23.7397,23.9263,1375519
2015-12-10,24.2996,24.3781,24.1424,24.1915,936464
2015-12-11,24.0638,24.1424,23.8085,23.9067,1308205
2015-12-14,24.0442,24.329,23.8428,24.2112,1906122
2015-12-15,24.1817,24.329,23.887,24.0638,1973384
2015-12-16,24.4076,24.8398,24.329,24.7907,2199270
2015-12-17,24.8692,25.0362,24.6718,24.6826,981860
2015-12-18,24.1522,24.2505,24.0049,24.0049,1159465
2015-12-21,23.8576,23.9853,23.5433,23.9165,1472103
2015-12-22,23.6317,23.9361,23.5727,23.8674,989585
2015-12-23,24.054,24.2799,23.9853,24.1817,1130192
2015-12-24,24.1424,24.3388,24.1326,24.2603,467400
2015-12-28,24.2701,24.3487,24.0933,24.2308,590167
2015-12-29,24.4174,24.4567,24.2357,24.388,657633
2015-12-30,24.3388,24.4567,24.2603,24.2799,344917
2015-12-31,24.2308,24.329,24.0737,24.1719,688930
2016-01-04,24.0147,24.3585,23.8772,24.2897,2482164
2016-01-05,24.4665,25.2621,24.4665,25.0166,3482627
2016-01-06,23.8085,23.8183,22.8557,23.2093,5280861
2016-01-07,23.1013,23.229,22.7575,22.8557,2109371
2016-01-08,23.3959,23.4843,22.5905,22.5905,1869575
2016-01-11,22.954,23.0031,22.5807,22.9441,2392462
2016-01-12,22.6691,22.6789,22.1485,22.4432,2060534
2016-01-13,22.728,22.8164,21.9472,22.0896,2372028
2016-01-14,21.8539,21.9914,21.5101,21.903,3010675
2016-01-15,21.1958,21.3039,20.8324,21.0583,1662022
2016-01-19,22.3057,22.3646,21.5691,21.8146,2170198
2016-01-20,20.5181,20.9159,19.8011,20.6654,2711934
2016-01-21,20.5574,21.0976,20.469,20.7833,1303007
2016-01-22,21.019,21.5003,20.9896,21.353,1689191
2016-01-25,20.8815,21.078,20.7145,20.7538,1177753
2016-01-26,20.469,20.911,20.4297,20.852,1078298
2016-01-27,20.8422,21.0485,20.5476,20.6654,739856
2016-01-28,19.8993,20.1252,19.5457,19.9288,2452752
2016-01-29,22.1682,24.0442,22.1093,23.4549,5517032
2016-02-01,22.8263,22.9147,22.5611,22.895,1908670
2016-02-02,21.9619,22.2959,21.8441,21.9914,2828981
2016-02-03,21.6967,21.8146,21.186,21.6378,1575338
2016-02-04,21.6575,21.9619,21.5101,21.6869,980710
2016-02-05,21.8539,21.8834,21.294,21.3431,1225618
2016-02-08,21.0288,21.0735,20.4985,20.8226,1545240
2016-02-09,20.0663,20.4886,20.0466,20.3806,3052328
2016-02-10,20.2824,20.8962,20.2431,20.4199,963848
2016-02-11,20.0074,20.2136,19.752,19.8993,1243473
2016-02-12,19.9681,20.4592,19.8247,20.4493,1160895
2016-02-16,21.1467,21.2547,20.9503,21.186,1274287
2016-02-17,21.6476,21.8834,21.5887,21.7851,1084590
2016-02-18,22.1584,22.1584,21.7704,21.8244,603454
2016-02-19,21.6476,21.7655,21.4414,21.5789,749726
2016-02-22,21.8342,22.0405,21.8146,21.9128,548392
2016-02-23,21.3137,21.5298,21.1172,21.1271,1149681
2016-02-24,20.8029,21.1172,20.5967,21.0485,670709
2016-02-25,20.744,20.9699,20.6361,20.9601,1051402
2016-02-26,21.0387,21.31,21.0092,21.1565,2366442
2016-02-29,20.9012,21.0485,20.7342,20.744,1140575
2016-03-01,20.911,21.3235,20.8619,21.2253,1072772
2016-03-02,21.4905,21.6575,21.4021,21.6083,1638245
2016-03-03,21.628,21.7557,21.5364,21.7164,5248319
2016-03-04,22.3352,22.733,22.3057,22.5218,1670971
2016-03-07,22.4039,22.954,22.3843,22.8066,2042491
2016-03-08,22.5512,22.5905,22.0209,22.0602,1477821
2016-03-09,22.9834,23.0325,22.6789,22.8656,1527571
2016-03-10,23.7986,23.8772,22.954,23.2388,2479182
2016-03-11,23.946,24.1817,23.7888,24.1719,1414377
2016-03-14,24.0638,24.1915,23.9951,24.1424,799125
2016-03-15,24.0049,24.1031,23.9067,24.0835,660226
2016-03-16,24.663,25.046,24.6335,25.046,1382858
2016-03-17,25.3309,25.6746,25.213,25.6255,2838872
2016-03-18,25.7237,25.9596,25.6059,25.8023,1062746
2016-03-21,25.8514,26.0184,25.6943,25.9988,957508
2016-03-22,25.5764,25.822,25.4978,25.7925,819643
2016-03-23,25.4389,25.4684,25.0853,25.1148,816769
2016-03-24,24.7219,25.0362,24.5746,25.0166,860557
2016-03-28,25.3518,25.47,25.0413,25.1842,819707
2016-03-29,25.263,25.7855,25.1348,25.7855,1163762
2016-03-30,25.3912,25.6869,25.3518,25.4208,957601
2016-03-31,25.4306,25.5588,25.332,25.3518,459945
2016-04-01,24.4154,24.5829,24.0999,24.5632,1242782
2016-04-04,25.2926,25.4996,25.2039,25.2433,2136251
2016-04-05,25.4306,25.6277,25.3222,25.3222,4076867
2016-04-06,25.332,25.5095,25.0561,25.47,1528275
2016-04-07,25.3419,25.4208,24.8096,24.9378,1231514
2016-04-08,25.9727,25.9727,25.5785,25.6967,979610
2016-04-11,27.0373,27.126,26.5839,26.5937,2463354
2016-04-12,27.5893,27.6484,27.2246,27.5695,2373336
2016-04-13,27.5005,27.7174,27.402,27.6977,1150473
2016-04-14,27.1753,27.4118,27.1063,27.2147,1499377
2016-04-15,26.3374,26.4459,26.1304,26.2783,1709332
2016-04-18,25.1546,26.3079,25.0856,26.1009,2942041
2016-04-19,26.5641,26.6134,26.2684,26.367,1187012
2016-04-20,27.54,27.7667,27.3724,27.5203,1665939
2016-04-21,26.8697,26.9042,25.9481,26.0417,2830886
2016-04-22,26.6923,26.8007,25.9432,26.2586,2935458
2016-04-25,25.2532,25.3518,25.0955,25.332,1500325
2016-04-26,25.3025,25.4208,25.2039,25.401,722314
2016-04-27,25.3518,25.4306,25.0265,25.2433,1110528
2016-04-28,25.5489,25.884,23.7057,23.9127,2232106
2016-04-29,24.0408,24.0605,23.6071,23.755,2256863
2016-05-02,24.5928,24.6224,24.2675,24.3661,1241954
2016-05-03,24.1788,24.1984,23.5775,23.7747,957587
2016-05-04,23.686,23.7845,23.3114,23.5085,3020947
2016-05-05,23.5972,23.6958,23.4432,23.6367,3336854
2016-05-06,23.3311,23.5973,23.2818,23.5282,2335655
2016-05-09,23.8141,23.883,23.4987,23.5874,734857
2016-05-10,24.1689,24.4252,24.0901,24.4154,1134573
2016-05-11,24.6618,24.6716,24.1887,24.2084,1713830
2016-05-12,25.7165,25.7756,25.2729,25.47,2598143
2016-05-13,26.1699,26.2882,25.5686,25.746,3034123
2016-05-16,25.8545,26.0713,25.7657,25.9826,1496422
2016-05-17,25.7756,25.9826,25.4996,25.5489,1391215
2016-05-18,26.3572,26.6726,26.2586,26.3966,1686542
2016-05-19,25.7362,25.8643,25.539,25.7165,849639
2016-05-20,25.9432,26.1107,25.9353,26.0615,566402
2016-05-23,25.9432,26.1107,25.8643,25.8939,533031
2016-05-24,26.5641,27.6977,26.3966,27.4414,3613317
2016-05-25,27.5991,27.7075,27.3133,27.5005,2512149
2016-05-26,27.6385,27.678,27.4118,27.6484,1050234
2016-05-27,27.5991,27.678,27.5005,27.6188,597808
2016-05-31,27.6385,27.6878,27.2936,27.4611,1293034
2016-06-01,27.4611,27.54,27.2443,27.4611,631880
2016-06-02,27.2936,27.5991,27.2541,27.5991,592315
2016-06-03,27.678,27.816,27.4808,27.5498,1625600
2016-06-06,28.1905,28.5257,28.1905,28.3877,1044342
2016-06-07,28.4961,28.7129,28.4665,28.4764,774012
2016-06-08,28.5158,28.7918,28.5059,28.7622,962541
2016-06-09,28.2398,28.4764,28.23,28.3581,776931
2016-06-10,27.885,27.9244,27.4907,27.6287,889119
2016-06-13,27.1358,27.4611,27.1063,27.126,1130524
2016-06-14,27.2147,27.4315,27.0373,27.2738,1140358
2016-06-15,27.609,27.8554,27.5498,27.5991,808192
2016-06-16,27.2147,27.5104,26.9387,27.4414,995890
2016-06-17,27.333,27.5203,27.2083,27.5203,992411
2016-06-20,28.2497,28.4369,28.0821,28.1314,918332
2016-06-21,28.7721,28.8016,28.6045,28.6637,1301638
2016-06-22,28.4665,28.7129,28.2004,28.2004,1061494
2016-06-23,28.6735,28.7228,28.3679,28.5848,827995
2016-06-24,27.2246,27.8258,27.1753,27.2048,2464559
2016-06-27,26.7613,26.85,26.4557,26.6923,1714916
2016-06-28,27.4907,27.747,27.3083,27.7174,1327825
2016-06-29,28.5059,29.0284,28.4665,28.9199,2147224
2016-06-30,28.6341,28.9544,28.4764,28.9298,1341207
2016-07-01,28.7524,29.1072,28.7524,28.9692,1062267
2016-07-05,28.9692,28.9692,28.6144,28.7721,1166296
2016-07-06,29.1269,29.669,29.1072,29.6592,1757522
2016-07-07,29.669,29.8563,29.3635,29.6493,1752877
2016-07-08,29.7676,30.2013,29.7479,30.152,1087199
2016-07-11,30.6153,30.8814,30.5857,30.7533,1984610
2016-07-12,30.2605,30.3985,29.9943,30.152,2596418
2016-07-13,29.3142,29.3142,28.9889,29.1269,2054661
2016-07-14,29.807,29.9105,29.5508,29.6099,1540808
2016-07-15,29.6986,29.7183,29.5409,29.6099,1021221
2016-07-18,29.6198,29.8711,29.6,29.8662,845253
2016-07-19,29.8465,29.9253,29.7479,29.8366,730448
2016-07-20,30.0633,30.152,29.9845,30.083,484388
2016-07-21,29.5311,29.7183,29.4423,29.5705,1055755
2016-07-22,29.6099,29.8268,29.6,29.7775,456455
2016-07-25,29.5015,29.5212,29.1121,29.4226,1163771
2016-07-26,29.7676,29.8859,29.7035,29.7775,642417
2016-07-27,30.0929,30.2309,29.7972,29.9549,743121
2016-07-28,30.0338,30.295,29.9549,30.2407,1464961
2016-07-29,31.8671,33.0204,31.7488,32.9317,3656372
2016-08-01,32.5275,32.5472,31.9065,32.0347,1797517
2016-08-02,31.8671,32.0544,31.8178,32.0347,1130933
2016-08-03,31.7291,31.9164,31.5911,31.8868,788168
2016-08-04,31.9657,32.2121,31.8277,32.1333,921425
2016-08-05,32.2318,32.36,32.1037,32.2515,646925
2016-08-08,31.8967,31.9854,31.6848,31.8375,827119
2016-08-09,32.3304,32.6557,32.2318,32.3797,815574
2016-08-10,32.5965,32.6557,32.2614,32.3797,813857
2016-08-11,32.5472,32.6654,32.498,32.567,915957
2016-08-12,32.3994,32.5274,32.2713,32.3501,673013
2016-08-15,32.3107,32.3797,32.1924,32.291,753836
2016-08-16,32.3008,32.4487,32.3008,32.3107,406468
2016-08-17,31.7784,32.0347,31.6207,31.9065,1026482
2016-08-18,32.3304,32.7049,32.291,32.6261,1222952
2016-08-19,32.1037,32.36,31.8967,32.2515,1219107
2016-08-22,32.498,32.6448,32.3402,32.5374,725291
2016-08-23,32.7049,32.8627,32.5571,32.6458,813714
2016-08-24,33.0697,33.1189,32.7,32.7739,962665
2016-08-25,32.9218,33.0105,32.8331,32.9612,742904
2016-08-26,32.9317,33.2175,32.5867,32.7049,984444
2016-08-29,32.2713,32.4782,32.1825,32.3797,997880
2016-08-30,32.1727,32.2614,32.0347,32.1234,661868
2016-08-31,31.9953,31.9953,31.5418,31.6996,840900
2016-09-01,31.5418,31.7291,31.3457,31.6798,1112347
2016-09-02,32.0643,32.36,32.0643,32.1727,914558
2016-09-06,32.7148,33.0499,32.6113,33.0401,956187
2016-09-07,33.3456,33.3752,32.9415,32.9612,1099327
2016-09-08,32.8922,32.9612,32.5768,32.6458,994169
2016-09-09,32.429,32.4684,31.9854,31.9854,1047463
2016-09-12,31.67,32.2713,31.6306,32.2023,1495128
2016-09-13,32.015,32.0445,31.6651,31.6996,1017569
2016-09-14,31.6897,31.9558,31.6897,31.7587,543929
2016-09-15,31.5221,32.1037,31.4433,32.0051,608790
2016-09-16,31.4137,31.5911,31.2461,31.3349,1057162
2016-09-19,31.6306,31.7981,31.4137,31.4334,552935
2016-09-20,32.1234,32.2811,31.9065,31.9953,952411
2016-09-21,32.7542,33.0598,32.6113,32.9514,1332366
2016-09-22,33.4639,33.6808,33.2964,33.4245,971690
2016-09-23,33.1485,33.3161,33.0697,33.1189,789828
2016-09-26,32.8429,33.0795,32.8232,32.9809,855853
2016-09-27,32.9492,33.1666,32.8899,33.0777,765666
2016-09-28,33.0777,33.2259,32.9294,33.1864,705819
2016-09-29,32.9097,33.0777,32.8108,32.8504,873932
2016-09-30,32.376,33.0085,32.2673,32.8207,1401216
2016-10-03,32.5835,32.8602,32.5045,32.712,982766
2016-10-04,32.6922,32.712,32.3068,32.3562,988573
2016-10-05,32.6329,32.7416,32.5341,32.5539,554669
2016-10-06,32.287,32.4155,32.1872,32.3365,815833
2016-10-07,32.1882,32.2475,31.9313,32.1487,547968
2016-10-10,32.3068,32.6231,32.2179,32.3463,648908
2016-10-11,32.4946,32.5578,32.3463,32.3957,710658
2016-10-12,32.3661,32.3957,32.2277,32.3167,566502
2016-10-13,32.5242,32.8998,32.4155,32.88,1451780
2016-10-14,32.8207,32.8306,32.4748,32.5045,1168885
2016-10-17,32.4452,32.5638,32.3365,32.4056,484690
2016-10-18,32.9591,33.2793,32.9097,33.1073,657098
2016-10-19,32.6428,32.6823,32.5094,32.5242,612176
2016-10-20,32.3463,32.4748,32.1783,32.3365,491872
2016-10-21,31.6941,31.8324,31.615,31.7336,1074129
2016-10-24,31.8423,31.9115,31.7237,31.7633,557880
2016-10-25,31.4668,31.5468,31.3581,31.4766,833352
2016-10-26,31.3185,31.6941,31.2889,31.4668,1381346
2016-10-27,31.3679,31.4569,31.1406,31.1604,747767
2016-10-28,31.1011,31.3185,30.9825,31.1209,1106940
2016-10-31,31.2395,31.2493,30.7552,30.9627,1567905
2016-11-01,31.2098,31.4569,30.0239,30.3698,2555192
2016-11-02,31.1604,31.3086,30.943,31.0023,1881276
2016-11-03,31.1505,31.19,30.9726,31.0319,985863
2016-11-04,30.439,30.7354,30.4093,30.4686,1142090
2016-11-07,29.9844,30.1573,29.8954,30.0436,2213037
2016-11-08,29.9547,30.5278,29.9349,30.2907,1130971
2016-11-09,29.5693,30.1128,29.4309,29.8559,1160448
2016-11-10,29.8163,30.0041,29.3716,29.4902,2614654
2016-11-11,29.6879,29.8163,29.5347,29.757,1132989
2016-11-14,29.7966,29.8559,29.5495,29.6385,1026433
2016-11-15,29.1937,29.3617,29.1443,29.2629,814971
2016-11-16,29.2135,29.2135,28.9467,29.0257,778727
2016-11-17,29.2431,29.3914,29.1542,29.3519,700534
2016-11-18,29.1048,29.1147,28.8034,28.8379,883741
2016-11-21,29.3024,29.4309,29.2728,29.4111,563618
2016-11-22,29.8756,29.9152,29.678,29.8262,833550
2016-11-23,29.6286,29.7373,29.5297,29.7076,369334
2016-11-25,29.1641,29.1937,29.0653,29.1542,316928
2016-11-28,29.1838,29.2431,29.0702,29.2234,468218
2016-11-29,29.0356,29.2827,28.9565,29.1443,443370
2016-11-30,29.006,29.006,28.7292,28.7292,750838
2016-12-01,28.1659,28.2549,27.7904,27.8892,1457127
2016-12-02,27.5433,27.8398,27.3951,27.7311,952644
2016-12-05,27.6619,27.8991,27.652,27.8101,941335
2016-12-06,27.7607,27.8694,27.741,27.8299,656355
2016-12-07,27.9188,28.2746,27.82,28.2746,789676
2016-12-08,28.4031,28.8577,28.4031,28.8182,2029024
2016-12-09,29.0949,29.2135,29.0455,29.0554,895962
2016-12-12,28.8972,28.9467,28.7292,28.7787,1055098
2016-12-13,29.0949,29.3815,29.0949,29.2333,806192
2016-12-14,28.9368,28.9763,28.4723,28.4822,876314
2016-12-15,28.4328,28.6403,28.3735,28.5217,765945
2016-12-16,28.0967,28.1956,28.0177,28.1066,869372
2016-12-19,28.4426,28.6601,28.4229,28.5019,711086
2016-12-20,28.3735,28.4822,28.3142,28.4031,356621
2016-12-21,28.2153,28.2944,28.1363,28.156,404629
2016-12-22,28.156,28.2351,27.9584,28.0177,852313
2016-12-23,28.0276,28.156,28.0276,28.1264,331427
2016-12-27,27.9683,28.1462,27.9584,28.0473,402466
2016-12-28,28.1659,28.1659,27.9386,27.9485,355875
2016-12-29,27.8497,27.9287,27.7904,27.82,431469
2016-12-30,27.6718,27.7904,27.5792,27.7014,645355
2017-01-03,27.7706,27.988,27.7113,27.9584,895436
2017-01-04,28.1462,28.324,28.0819,28.245,910644
2017-01-05,28.2054,28.4489,28.0967,28.3833,1027482
2017-01-06,28.2351,28.6996,28.1956,28.6205,964786
2017-01-09,28.4031,28.6106,28.4031,28.4822,648737
2017-01-10,29.0554,29.3024,29.0356,29.1838,848197
2017-01-11,29.8361,30.1029,29.7768,30.0832,1217422
2017-01-12,30.4291,30.5378,30.2462,30.5081,2038640
2017-01-13,30.518,30.7157,30.4488,30.6564,805295
2017-01-17,30.6366,30.6979,30.4686,30.4983,741441
2017-01-18,30.4488,30.4686,30.2413,30.35,571675
2017-01-19,30.1425,30.2512,29.9893,30.0436,826034
2017-01-20,29.9844,30.182,29.9646,30.1425,796987
2017-01-23,29.9942,30.1128,29.8855,30.0733,539466
2017-01-24,30.0535,30.1425,29.9942,30.1326,493072
2017-01-25,30.1425,30.4587,30.1326,30.4291,795500
2017-01-26,30.5674,30.8343,30.5674,30.7552,946723
2017-01-27,30.3006,30.5606,30.0436,30.1622,703079
2017-01-30,29.006,29.2926,28.8182,29.0949,1885941
2017-01-31,29.9053,30.0338,29.7472,29.9152,1070566
2017-02-01,29.8361,29.9646,29.7175,29.8855,868436
2017-02-02,30.1524,31.8423,30.1524,31.5656,2153510
2017-02-03,31.2296,31.4272,31.1802,31.2889,1034646
2017-02-06,31.4174,31.5854,31.3828,31.5656,629428
2017-02-07,31.6644,31.783,31.6545,31.7336,598613
2017-02-08,31.5162,31.6842,31.4174,31.4569,606739
2017-02-09,31.3581,31.5458,31.3383,31.4272,490632
2017-02-10,31.3284,31.4371,31.2691,31.3976,518670
2017-02-13,31.1703,31.4075,31.1703,31.3086,664060
2017-02-14,31.1604,31.3383,31.0912,31.2592,549965
2017-02-15,31.0023,31.2296,31.0023,31.1999,628570
2017-02-16,30.9232,31.0319,30.8738,30.9331,654097
2017-02-17,30.9133,30.9726,30.8145,30.9726,755978
2017-02-21,30.8244,30.943,30.7552,30.8639,727357
2017-02-22,30.9232,30.9677,30.8293,30.943,668315
2017-02-23,30.8639,30.8738,30.6959,30.8738,958949
2017-02-24,30.607,30.6168,30.4785,30.5674,535340
2017-02-27,30.5378,30.5576,30.3401,30.4093,686378
2017-02-28,30.6761,30.7849,30.5279,30.5971,826885
2017-03-01,30.8936,31.1802,30.854,31.1604,1103400
2017-03-02,31.0319,31.1505,30.9924,31.0418,1097771
2017-03-03,31.19,31.2988,31.0665,31.19,952816
2017-03-06,30.9529,30.9529,30.7305,30.8145,537795
2017-03-07,30.6465,30.6663,30.4587,30.4884,476442
2017-03-08,30.518,30.5576,30.355,30.3797,367812
2017-03-09,30.4884,30.602,30.3698,30.4587,558052
2017-03-10,31.3482,31.4766,31.1505,31.3383,1190113
2017-03-13,31.4272,31.5359,31.4272,31.5261,642248
2017-03-14,31.3284,31.3284,31.0319,31.0912,431463
2017-03-15,31.1308,31.3679,30.9232,31.3185,631219
2017-03-16,31.5063,31.6249,31.4569,31.5162,592352
2017-03-17,31.6842,31.8028,31.6644,31.7138,418575
2017-03-20,31.783,31.8423,31.6447,31.7534,338261
2017-03-21,31.8225,31.9016,31.3778,31.3877,681527
2017-03-22,31.4766,31.6348,31.4174,31.6051,435304
2017-03-23,31.5458,31.5458,31.2938,31.4075,621235
2017-03-24,31.9016,32.0301,31.8077,31.8324,527495
2017-03-27,31.872,32.1091,31.7731,32.1091,504947
2017-03-28,32.1897,32.2095,32.0212,32.1699,343641
2017-03-29,32.8537,32.9429,32.7447,32.8537,945244
2017-03-30,33.2204,33.3195,33.1609,33.1807,819687
2017-03-31,33.4087,33.4781,33.2898,33.4285,647027
2017-04-03,32.6753,32.7249,32.4969,32.7249,831324
2017-04-04,32.8438,32.8906,32.6951,32.8339,591648
2017-04-05,32.6258,32.705,32.4474,32.4672,714689
2017-04-06,32.0113,32.0311,31.8859,31.9221,518489
2017-04-07,31.8032,31.8527,31.6942,31.7933,523459
2017-04-10,31.7239,31.7635,31.5356,31.6446,530485
2017-04-11,31.6347,31.6347,31.4167,31.5653,930386
2017-04-12,31.2878,31.3473,31.0796,31.1986,618223
2017-04-13,31.0599,31.1689,31.0401,31.0401,540813
2017-04-17,31.4959,31.5554,31.4117,31.5554,515456
2017-04-18,31.3968,31.3968,31.2284,31.3968,550974
2017-04-19,31.823,31.9221,31.6446,31.6842,918736
2017-04-20,32.4375,32.5762,32.3483,32.5366,1241017
2017-04-21,33.7258,33.7258,32.9924,33.379,2161036
2017-04-24,33.6565,33.6763,33.374,33.5177,1472273
2017-04-25,33.369,33.5425,33.2997,33.3492,892374
2017-04-26,33.2501,33.379,33.151,33.2799,865153
2017-04-27,33.3492,33.4682,33.1609,33.4186,717878
2017-04-28,34.043,34.2808,33.8646,34.2115,976828
2017-05-01,34.3304,34.5286,34.2808,34.37,830455
2017-05-02,34.1223,34.4295,34.0826,34.4295,986482
2017-05-03,34.3502,34.4295,34.162,34.3006,855895
2017-05-04,34.1916,34.3006,34.1421,34.2808,657660
2017-05-05,34.1916,34.5385,34.1916,34.4691,881544
2017-05-08,34.7962,34.9448,34.7466,34.8457,828145
2017-05-09,35.0142,35.2025,35.0142,35.0935,1016146
2017-05-10,35.4007,35.4106,35.2422,35.2818,893936
2017-05-11,35.2422,35.3413,35.0935,35.2719,696190
2017-05-12,35.2223,35.3016,35.153,35.2322,529484
2017-05-15,35.0439,35.0737,34.8953,35.0439,768039
2017-05-16,35.2719,35.2917,35.0539,35.153,742799
2017-05-17,35.4305,35.589,35.0241,35.0439,1433531
2017-05-18,34.9547,35.0836,34.806,35.0043,948901
2017-05-19,35.1629,35.4701,35.1034,35.3413,971041
2017-05-22,35.143,35.2521,35.0588,35.2124,644496
2017-05-23,35.3512,35.4404,35.1926,35.2322,537672
2017-05-24,35.4007,35.7278,35.3512,35.698,1047145
2017-05-25,35.6584,35.8863,35.48,35.8467,1718407
2017-05-26,35.926,36.4909,35.926,36.3521,2708823
2017-05-30,36.2134,36.372,36.0647,36.1539,2067934
2017-05-31,36.2976,36.3422,36.1242,36.2927,1047026
2017-06-01,36.0647,36.2035,35.9954,36.1837,1132288
2017-06-02,36.9963,37.4126,36.8576,37.4126,1375159
2017-06-05,37.4126,37.5414,37.3234,37.3333,717372
2017-06-06,37.6108,37.8982,37.5811,37.7892,883361
2017-06-07,37.7495,37.7495,37.477,37.5018,1060512
2017-06-08,37.2441,37.591,37.0954,37.5513,1143408
2017-06-09,36.9468,37.3333,36.5801,36.6396,2285846
2017-06-12,36.481,36.7585,36.2332,36.7188,1263776
2017-06-13,36.5404,36.6594,36.4513,36.6197,817097
